age,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,attention_span_score,focus_level,task_completion_rate,screen_time_severity,wellness_score,productivity_index,high_screen_time_flag,poor_sleep_flag,reels_to_screen_ratio,stress_level_encoded,gender_Female,gender_Male,gender_Non-Binary,gender_Other,location_Rural,location_Suburban,location_Urban,platform_Instagram Reels,platform_TikTok,platform_YouTube Shorts,age_norm,reels_watch_time_hours_norm,daily_screen_time_hours_norm,scrolling_sessions_day_norm,notifications_per_day_norm,sleep_hours_norm,physical_activity_hours_week_norm,attention_span_score_norm,focus_level_norm,task_completion_rate_norm
30,2.52,6.94,7,25,8.15,6.3,8.47,7.59,57.2,0.3828,0.7472,0.7969,0,0,0.3631,1,1,0,0,0,0,1,0,0,1,0,0.5172,0.32,0.3529,0.3158,0.2976,0.6772,0.7045,0.736,0.7514,0.713
19,3.84,10.37,10,36,6.73,2.9,7.44,4.16,36.7,0.5715,0.5239,0.5557,1,0,0.3703,3,1,0,0,0,0,0,1,0,1,0,0.1379,0.5103,0.5979,0.4737,0.4286,0.4123,0.3182,0.5582,0.3376,0.4033
26,2.42,7.63,5,14,8.9,5.2,9.57,7.46,61.5,0.3745,0.7698,0.8476,0,0,0.3172,1,1,0,0,0,0,0,1,1,0,0,0.3793,0.3056,0.4021,0.2105,0.1667,0.8172,0.5795,0.9258,0.7357,0.7779
20,3.08,9.19,5,21,8.51,2.6,7.38,4.16,33.7,0.45,0.6287,0.5418,1,0,0.3351,2,1,0,0,0,1,0,0,0,1,0,0.1724,0.4007,0.5136,0.2105,0.25,0.7444,0.2841,0.5479,0.3376,0.358
16,5.66,13.62,15,59,5.75,1.6,5.61,4.23,28.9,0.8033,0.3559,0.4635,1,1,0.4156,3,0,1,0,0,0,0,1,1,0,0,0.0345,0.7726,0.83,0.7368,0.7024,0.2295,0.1705,0.2425,0.346,0.2855
34,0.93,5.76,1,9,8.2,4.5,10.0,8.17,52.7,0.2054,0.7353,0.8538,0,0,0.1615,1,1,0,0,0,0,0,1,0,0,1,0.6552,0.0908,0.2686,0.0,0.1071,0.6866,0.5,1.0,0.8213,0.645
18,3.22,7.05,9,44,6.46,6.4,9.05,6.37,46.3,0.4442,0.6234,0.73,0,0,0.4567,2,1,0,0,0,0,1,0,0,1,0,0.1034,0.4209,0.3607,0.4211,0.5238,0.3619,0.7159,0.8361,0.6042,0.5483
29,1.87,5.16,4,33,7.61,4.5,8.13,6.85,52.2,0.2724,0.6287,0.7385,0,0,0.3624,1,0,0,0,1,1,0,0,0,0,1,0.4828,0.2263,0.2257,0.1579,0.3929,0.5765,0.5,0.6773,0.6621,0.6375
15,4.05,7.18,7,32,6.61,3.8,6.1,5.29,33.8,0.4733,0.5693,0.5384,0,0,0.5641,3,0,1,0,0,0,0,1,1,0,0,0.0,0.5405,0.37,0.3158,0.381,0.3899,0.4205,0.327,0.4739,0.3595
27,4.24,9.05,9,30,6.05,3.6,6.28,3.72,31.5,0.5506,0.5488,0.4787,1,0,0.4685,3,1,0,0,0,1,0,0,0,1,0,0.4138,0.5679,0.5036,0.4211,0.3571,0.2854,0.3977,0.3581,0.2845,0.3248
27,3.93,7.59,10,37,9.16,5.9,8.5,5.18,52.5,0.507,0.7244,0.692,0,0,0.5178,2,0,0,0,1,0,1,0,0,1,0,0.4138,0.5232,0.3993,0.4737,0.4405,0.8657,0.6591,0.7412,0.4606,0.642
16,5.51,13.45,13,58,5.47,4.2,4.68,2.66,21.1,0.7708,0.4518,0.3433,1,1,0.4097,3,0,1,0,0,0,1,0,1,0,0,0.0345,0.751,0.8179,0.6316,0.6905,0.1772,0.4659,0.082,0.1567,0.1677
22,3.55,9.62,9,42,8.03,3.5,6.36,6.73,53.4,0.5267,0.5721,0.6769,1,0,0.369,2,1,0,0,0,0,0,1,1,0,0,0.2414,0.4685,0.5443,0.4211,0.5,0.6549,0.3864,0.3719,0.6476,0.6556
40,2.82,6.9,7,7,7.07,7.2,6.88,5.37,44.4,0.3984,0.8086,0.6103,0,0,0.4087,2,0,1,0,0,0,0,1,0,0,1,0.8621,0.3632,0.35,0.3158,0.0833,0.4757,0.8068,0.4616,0.4836,0.5196
23,1.8,6.64,3,15,7.16,1.9,8.4,6.14,49.5,0.2955,0.5748,0.7115,0,0,0.2711,1,0,0,0,1,1,0,0,0,1,0,0.2759,0.2162,0.3314,0.1053,0.1786,0.4925,0.2045,0.7239,0.5764,0.5967
29,3.37,7.47,9,32,7.44,4.5,8.23,5.35,40.0,0.463,0.6262,0.6395,0,0,0.4511,2,0,1,0,0,0,1,0,0,0,1,0.4828,0.4425,0.3907,0.4211,0.381,0.5448,0.5,0.6946,0.4812,0.4532
18,3.1,8.98,7,41,7.94,5.5,6.89,5.36,29.0,0.4658,0.6511,0.5497,1,0,0.3452,2,0,1,0,0,0,0,1,0,1,0,0.1034,0.4036,0.4986,0.3158,0.4881,0.6381,0.6136,0.4633,0.4824,0.287
19,1.63,4.92,3,0,6.77,6.1,8.02,5.88,41.2,0.2431,0.7797,0.6561,0,0,0.3313,2,1,0,0,0,0,0,1,0,0,1,0.1379,0.1917,0.2086,0.1053,0.0,0.4198,0.6818,0.6583,0.5451,0.4713
22,4.16,10.36,7,22,5.87,2.5,7.69,5.36,37.7,0.5589,0.5277,0.612,1,1,0.4015,3,1,0,0,0,1,0,0,0,1,0,0.2414,0.5564,0.5971,0.3158,0.2619,0.2519,0.2727,0.6014,0.4824,0.4184
30,2.37,9.14,4,3,6.58,3.3,8.8,4.9,43.9,0.3995,0.6522,0.6585,1,0,0.2593,2,1,0,0,0,0,0,1,1,0,0,0.5172,0.2984,0.51,0.1579,0.0357,0.3843,0.3636,0.7929,0.4269,0.5121
39,0.95,3.15,2,20,8.13,4.5,9.63,7.26,52.7,0.1513,0.6935,0.8078,0,0,0.3016,1,1,0,0,0,0,1,0,0,0,1,0.8276,0.0937,0.0821,0.0526,0.2381,0.6735,0.5,0.9362,0.7116,0.645
25,3.86,9.96,10,40,5.99,3.7,7.25,4.14,23.1,0.5623,0.5148,0.4948,1,1,0.3876,3,1,0,0,0,0,1,0,1,0,0,0.3448,0.5132,0.5686,0.4737,0.4762,0.2743,0.4091,0.5255,0.3352,0.1979
43,1.31,3.68,1,0,7.24,8.0,6.5,4.16,26.5,0.1744,0.8711,0.4827,0,0,0.356,1,1,0,0,0,1,0,0,0,0,1,0.9655,0.1456,0.12,0.0,0.0,0.5075,0.8977,0.396,0.3376,0.2492
26,2.55,5.2,3,7,8.07,4.4,7.95,6.04,46.4,0.3009,0.7339,0.68,0,0,0.4904,2,0,1,0,0,0,0,1,0,1,0,0.3793,0.3243,0.2286,0.1053,0.0833,0.6623,0.4886,0.6462,0.5644,0.5498
23,4.38,10.64,8,3,6.57,6.9,6.12,6.22,46.8,0.5881,0.7934,0.624,1,0,0.4117,2,1,0,0,0,0,0,1,0,1,0,0.2759,0.5881,0.6171,0.3684,0.0357,0.3825,0.7727,0.3305,0.5861,0.5559
34,2.01,5.79,7,27,6.53,6.5,7.45,5.76,38.0,0.3258,0.6905,0.6192,0,0,0.3472,2,1,0,0,0,0,0,1,0,0,1,0.6552,0.2465,0.2707,0.3158,0.3214,0.375,0.7273,0.56,0.5306,0.423
31,2.53,5.09,3,26,8.0,6.0,8.48,6.89,48.0,0.2971,0.7265,0.7356,0,0,0.4971,1,1,0,0,0,0,0,1,0,1,0,0.5517,0.3214,0.2207,0.1053,0.3095,0.6493,0.6705,0.7377,0.6669,0.574
25,4.08,11.45,11,27,7.82,4.1,8.27,6.41,47.9,0.6217,0.6418,0.7105,1,0,0.3563,1,0,1,0,0,0,0,1,0,1,0,0.3448,0.5449,0.675,0.5263,0.3214,0.6157,0.4545,0.7015,0.609,0.5725
16,4.21,8.69,9,32,6.42,0.4,7.48,5.55,36.6,0.5399,0.4289,0.6072,1,0,0.4845,3,0,1,0,0,0,0,1,0,1,0,0.0345,0.5636,0.4779,0.4211,0.381,0.3545,0.0341,0.5651,0.5053,0.4018
36,3.6,7.85,11,41,9.01,4.0,7.29,5.5,37.4,0.5052,0.6301,0.6019,0,0,0.4586,2,0,1,0,0,0,1,0,0,0,1,0.7241,0.4757,0.4179,0.5263,0.4881,0.8377,0.4432,0.5324,0.4992,0.4139
33,0.45,4.34,2,18,7.33,5.3,9.49,6.51,59.9,0.1534,0.7038,0.8041,0,0,0.1037,1,0,1,0,0,0,0,1,0,0,1,0.6207,0.0216,0.1671,0.0526,0.2143,0.5243,0.5909,0.912,0.6211,0.7538
18,2.58,7.46,7,40,7.17,1.4,9.99,6.68,51.3,0.3991,0.4662,0.7939,0,0,0.3458,1,1,0,0,0,0,0,1,0,0,1,0.1034,0.3286,0.39,0.3158,0.4762,0.4944,0.1477,0.9983,0.6416,0.6239
38,1.61,5.33,5,1,8.34,6.0,10.0,7.57,54.4,0.2722,0.8278,0.8387,0,0,0.3021,1,0,1,0,0,1,0,0,0,0,1,0.7931,0.1888,0.2379,0.2105,0.0119,0.7127,0.6705,1.0,0.7489,0.6707
39,1.27,5.62,2,0,7.19,6.9,8.68,6.57,44.4,0.2307,0.8261,0.7169,0,0,0.226,1,1,0,0,0,1,0,0,0,0,1,0.8276,0.1398,0.2586,0.0526,0.0,0.4981,0.7727,0.7722,0.6283,0.5196
29,3.39,9.88,6,13,7.19,7.0,7.2,4.03,30.7,0.4944,0.7836,0.519,1,0,0.3431,1,1,0,0,0,0,1,0,0,0,1,0.4828,0.4454,0.5629,0.2632,0.1548,0.4981,0.7841,0.5168,0.3219,0.3127
42,1.88,5.71,5,8,7.69,6.0,8.91,5.79,48.5,0.2967,0.7798,0.7128,0,0,0.3292,2,0,1,0,0,0,0,1,0,0,1,0.931,0.2277,0.265,0.2105,0.0952,0.5914,0.6705,0.8119,0.5342,0.5816
22,4.48,8.41,9,22,6.91,2.6,7.71,5.27,43.8,0.5478,0.5685,0.6334,1,0,0.5327,3,1,0,0,0,1,0,0,0,1,0,0.2414,0.6025,0.4579,0.4211,0.2619,0.4459,0.2841,0.6048,0.4715,0.5106
18,4.95,7.61,10,43,6.38,6.7,4.91,3.53,31.9,0.5638,0.6359,0.4255,0,0,0.6505,3,1,0,0,0,0,1,0,0,1,0,0.1034,0.6703,0.4007,0.4737,0.5119,0.347,0.75,0.1217,0.2616,0.3308
15,4.89,12.8,15,58,7.47,4.5,7.37,4.56,35.8,0.7403,0.5344,0.5643,1,0,0.382,2,1,0,0,0,1,0,0,0,0,1,0.0,0.6616,0.7714,0.7368,0.6905,0.5504,0.5,0.5462,0.3859,0.3897
17,4.86,11.39,12,79,5.54,2.6,6.22,4.97,16.2,0.6734,0.3164,0.4617,1,1,0.4267,3,0,1,0,0,1,0,0,0,1,0,0.069,0.6573,0.6707,0.5789,0.9405,0.1903,0.2841,0.3477,0.4353,0.0937
38,3.48,9.1,8,31,6.76,4.0,7.41,5.94,33.7,0.4998,0.5861,0.6074,1,0,0.3824,2,0,1,0,0,1,0,0,0,0,1,0.7931,0.4584,0.5071,0.3684,0.369,0.4179,0.4432,0.5531,0.5523,0.358
21,5.7,12.82,16,32,6.03,3.9,5.66,3.66,23.7,0.7955,0.5527,0.4241,1,0,0.4446,3,0,1,0,0,1,0,0,0,1,0,0.2069,0.7784,0.7729,0.7895,0.381,0.2817,0.4318,0.2511,0.2773,0.2069
17,5.81,13.25,18,75,5.85,2.5,4.48,2.74,18.9,0.8324,0.3377,0.3306,1,1,0.4385,3,1,0,0,0,0,1,0,0,1,0,0.069,0.7942,0.8036,0.8947,0.8929,0.2481,0.2727,0.0475,0.1663,0.1344
39,1.78,4.28,5,22,7.69,7.7,5.13,3.89,30.2,0.2554,0.7967,0.4395,0,0,0.4159,2,0,1,0,0,0,0,1,0,1,0,0.8276,0.2133,0.1629,0.2105,0.2619,0.5914,0.8636,0.1596,0.305,0.3051
33,2.59,6.29,5,10,8.86,6.3,10.0,8.98,61.4,0.3504,0.8259,0.9174,0,0,0.4118,1,0,1,0,0,0,1,0,1,0,0,0.6207,0.3301,0.3064,0.2105,0.119,0.8097,0.7045,1.0,0.919,0.7764
28,3.8,7.42,7,39,8.74,4.2,9.87,8.53,54.1,0.4655,0.6355,0.8678,0,0,0.5121,1,0,1,0,0,1,0,0,1,0,0,0.4483,0.5045,0.3871,0.3158,0.4643,0.7873,0.4659,0.9776,0.8647,0.6662
29,3.87,10.66,7,34,7.33,3.5,8.55,6.06,28.1,0.5504,0.5759,0.6296,1,0,0.363,2,1,0,0,0,0,0,1,1,0,0,0.4828,0.5146,0.6186,0.3158,0.4048,0.5243,0.3864,0.7498,0.5668,0.2734
39,0.89,5.05,3,25,7.81,5.9,10.0,8.49,66.0,0.2054,0.7194,0.9177,0,0,0.1762,1,0,1,0,0,0,1,0,0,0,1,0.8276,0.085,0.2179,0.1053,0.2976,0.6138,0.6591,1.0,0.8599,0.8459
30,4.05,10.24,9,32,6.18,4.4,6.21,5.1,30.2,0.5698,0.5777,0.5212,1,0,0.3955,3,1,0,0,0,0,1,0,0,1,0,0.5172,0.5405,0.5886,0.4211,0.381,0.3097,0.4886,0.346,0.451,0.3051
39,0.3,3.19,1,0,9.58,5.5,10.0,7.86,64.5,0.1063,0.8557,0.889,0,0,0.094,1,0,1,0,0,0,0,1,0,0,1,0.8276,0.0,0.085,0.0,0.0,0.944,0.6136,1.0,0.7839,0.8233
15,2.9,7.26,7,30,8.42,5.7,9.3,6.2,51.6,0.4118,0.7153,0.7535,0,0,0.3994,2,1,0,0,0,0,0,1,0,1,0,0.0,0.3748,0.3757,0.3158,0.3571,0.7276,0.6364,0.8792,0.5837,0.6284
35,2.11,9.06,4,14,8.77,4.1,8.27,6.73,58.5,0.3831,0.7219,0.7638,1,0,0.2329,1,0,0,0,1,0,1,0,0,0,1,0.6897,0.2609,0.5043,0.1579,0.1667,0.7929,0.4545,0.7015,0.6476,0.7326
34,3.45,7.35,10,39,5.83,4.4,7.79,4.41,20.0,0.4744,0.5403,0.5113,0,1,0.4694,3,1,0,0,0,0,0,1,0,1,0,0.6552,0.4541,0.3821,0.4737,0.4643,0.2444,0.4886,0.6186,0.3678,0.1511
33,1.57,4.19,3,12,9.6,7.4,9.47,7.59,58.2,0.2215,0.8882,0.8358,0,0,0.3747,1,1,0,0,0,0,1,0,0,0,1,0.6207,0.1831,0.1564,0.1053,0.1429,0.9478,0.8295,0.9085,0.7514,0.7281
21,2.9,8.1,9,40,7.66,4.5,6.61,5.08,33.0,0.4528,0.6055,0.5455,1,0,0.358,1,0,1,0,0,0,0,1,0,0,1,0.2069,0.3748,0.4357,0.4211,0.4762,0.5858,0.5,0.415,0.4486,0.3474
42,1.48,4.11,4,24,9.03,6.0,8.6,6.8,57.8,0.2245,0.7701,0.7752,0,0,0.3601,1,1,0,0,0,0,0,1,1,0,0,0.931,0.1701,0.1507,0.1579,0.2857,0.8414,0.6705,0.7584,0.6561,0.7221
26,3.95,7.57,9,38,6.9,3.8,7.85,6.12,42.1,0.4976,0.5582,0.6624,0,0,0.5218,3,0,1,0,0,0,0,1,1,0,0,0.3793,0.5261,0.3979,0.4211,0.4524,0.444,0.4205,0.629,0.574,0.4849
20,4.8,9.36,15,66,7.16,2.5,7.86,6.88,39.1,0.6493,0.4162,0.6785,1,0,0.5128,2,0,1,0,0,0,0,1,1,0,0,0.1724,0.6486,0.5257,0.7368,0.7857,0.4925,0.2727,0.6307,0.6657,0.4396
32,1.71,7.62,5,32,9.69,4.7,9.46,7.06,59.2,0.335,0.7138,0.8202,0,0,0.2244,1,1,0,0,0,1,0,0,1,0,0,0.5862,0.2032,0.4014,0.2105,0.381,0.9646,0.5227,0.9068,0.6874,0.7432
16,5.7,11.65,15,58,4.79,2.9,5.64,2.5,17.7,0.7563,0.3766,0.3577,1,1,0.4893,3,0,1,0,0,0,1,0,1,0,0,0.0345,0.7784,0.6893,0.7368,0.6905,0.0504,0.3182,0.2476,0.1374,0.1163
32,2.64,8.27,6,43,7.21,5.9,9.1,6.09,39.5,0.4127,0.6339,0.6949,1,0,0.3192,2,1,0,0,0,1,0,0,1,0,0,0.5862,0.3373,0.4479,0.2632,0.5119,0.5019,0.6591,0.8447,0.5704,0.4456
24,3.13,9.1,6,29,5.79,4.3,7.88,5.63,25.9,0.4605,0.5706,0.5819,1,1,0.344,1,0,1,0,0,0,1,0,0,0,1,0.3103,0.4079,0.5071,0.2632,0.3452,0.2369,0.4773,0.6342,0.5149,0.2402
38,0.86,2.48,1,32,8.19,4.6,10.0,6.62,41.1,0.1195,0.6567,0.7519,0,0,0.3468,1,0,1,0,0,0,0,1,0,0,1,0.7931,0.0807,0.0343,0.0,0.381,0.6847,0.5114,1.0,0.6343,0.4698
19,2.91,9.65,7,25,6.79,3.7,8.77,7.25,57.5,0.4721,0.5968,0.7962,1,0,0.3016,2,0,1,0,0,1,0,0,0,0,1,0.1379,0.3762,0.5464,0.3158,0.2976,0.4235,0.4091,0.7877,0.7103,0.7175
39,2.5,5.11,5,41,6.08,6.2,6.58,4.86,39.8,0.3159,0.6128,0.5632,0,0,0.4892,2,1,0,0,0,0,0,1,0,0,1,0.8276,0.3171,0.2221,0.2105,0.4881,0.291,0.6932,0.4098,0.422,0.4502
31,1.71,5.93,4,0,6.34,6.8,9.2,7.06,59.4,0.2828,0.792,0.8119,0,0,0.2884,1,1,0,0,0,0,1,0,0,0,1,0.5517,0.2032,0.2807,0.1579,0.0,0.3396,0.7614,0.8619,0.6874,0.7462
40,1.97,5.27,7,43,8.04,7.7,7.71,6.02,43.0,0.3106,0.7341,0.6575,0,0,0.3738,1,1,0,0,0,0,1,0,0,0,1,0.8621,0.2407,0.2336,0.3158,0.5119,0.6567,0.8636,0.6048,0.562,0.4985
24,3.24,8.47,9,41,7.1,2.3,6.56,5.37,47.1,0.4808,0.4955,0.6098,1,0,0.3825,2,1,0,0,0,0,0,1,0,0,1,0.3103,0.4238,0.4621,0.4211,0.4881,0.4813,0.25,0.4064,0.4836,0.5604
22,3.91,10.33,12,46,5.69,5.7,7.11,5.11,38.9,0.5943,0.5614,0.5873,1,1,0.3785,3,0,1,0,0,1,0,0,0,0,1,0.2414,0.5204,0.595,0.5789,0.5476,0.2183,0.6364,0.5013,0.4522,0.4366
16,4.08,10.01,8,41,5.34,1.6,5.41,1.81,11.6,0.5557,0.4057,0.3007,1,1,0.4076,3,0,1,0,0,0,0,1,0,0,1,0.0345,0.5449,0.5721,0.3684,0.4881,0.153,0.1705,0.2079,0.0541,0.0242
42,2.5,7.49,4,32,6.0,3.7,8.43,5.55,30.3,0.3654,0.5438,0.6156,0,0,0.3338,3,1,0,0,0,1,0,0,0,0,1,0.931,0.3171,0.3921,0.1579,0.381,0.2761,0.4091,0.7291,0.5053,0.3066
27,3.27,14.05,11,47,5.78,2.1,5.89,5.22,43.4,0.642,0.4195,0.5663,1,1,0.2327,3,0,0,0,1,0,0,1,0,1,0,0.4138,0.4281,0.8607,0.5263,0.5595,0.2351,0.2273,0.2908,0.4655,0.5045
42,1.41,5.65,3,3,7.94,4.0,8.15,4.62,45.8,0.2492,0.7279,0.6331,0,0,0.2496,1,1,0,0,0,0,0,1,0,1,0,0.931,0.16,0.2607,0.1053,0.0357,0.6381,0.4432,0.6808,0.3931,0.5408
21,3.98,11.83,8,29,5.97,2.1,7.69,5.32,43.3,0.5957,0.4905,0.6326,1,1,0.3364,3,0,1,0,0,1,0,0,0,0,1,0.2069,0.5305,0.7021,0.3684,0.3452,0.2705,0.2273,0.6014,0.4775,0.503
23,3.92,8.48,9,31,7.43,2.9,7.2,4.28,33.7,0.5186,0.5665,0.5399,1,0,0.4623,2,0,0,1,0,0,0,1,1,0,0,0.2759,0.5218,0.4629,0.4211,0.369,0.5429,0.3182,0.5168,0.3521,0.358
37,2.3,3.96,8,27,7.23,4.7,7.69,7.03,57.6,0.3061,0.6445,0.7509,0,0,0.5808,2,0,0,0,1,0,0,1,0,0,1,0.7586,0.2883,0.14,0.3684,0.3214,0.5056,0.5227,0.6014,0.6838,0.719
24,3.83,8.59,9,36,6.9,7.5,5.87,3.54,25.9,0.5164,0.7108,0.4358,1,0,0.4459,2,0,1,0,0,1,0,0,0,0,1,0.3103,0.5088,0.4707,0.4211,0.4286,0.444,0.8409,0.2873,0.2628,0.2402
30,4.62,10.52,9,29,6.91,4.5,7.43,4.42,35.2,0.6083,0.6182,0.5589,1,0,0.4392,3,0,1,0,0,1,0,0,1,0,0,0.5172,0.6227,0.6086,0.4211,0.3452,0.4459,0.5,0.5565,0.369,0.3807
21,3.78,9.29,10,59,7.07,3.8,7.62,5.12,43.4,0.5412,0.4892,0.6232,1,0,0.4069,3,0,1,0,0,0,1,0,0,1,0,0.2069,0.5016,0.5207,0.4737,0.7024,0.4757,0.4205,0.5893,0.4534,0.5045
20,4.43,12.31,9,39,5.62,4.0,7.45,6.1,38.8,0.6426,0.5171,0.6347,1,1,0.3599,2,1,0,0,0,0,0,1,1,0,0,0.1724,0.5953,0.7364,0.4211,0.4643,0.2052,0.4432,0.56,0.5716,0.435
16,4.07,10.69,5,19,7.0,4.1,7.19,5.93,30.4,0.5422,0.6414,0.5864,1,0,0.3807,2,0,1,0,0,0,0,1,0,0,1,0.0345,0.5434,0.6207,0.2105,0.2262,0.4627,0.4545,0.5151,0.5511,0.3082
20,5.62,13.75,12,58,6.08,2.1,7.09,3.98,20.0,0.7744,0.3908,0.4712,1,0,0.4087,3,0,1,0,0,0,0,1,0,1,0,0.1724,0.7668,0.8393,0.5789,0.6905,0.291,0.2273,0.4978,0.3159,0.1511
43,0.3,6.77,1,0,8.54,4.1,8.66,6.46,58.1,0.1958,0.7638,0.7661,0,0,0.0443,1,0,1,0,0,0,0,1,0,0,1,0.9655,0.0,0.3407,0.0,0.0,0.75,0.4545,0.7688,0.615,0.7266
27,2.98,7.79,8,42,6.84,5.0,7.3,4.17,19.5,0.4394,0.5889,0.4835,0,0,0.3825,3,1,0,0,0,0,1,0,0,1,0,0.4138,0.3863,0.4136,0.3684,0.5,0.4328,0.5568,0.5341,0.3388,0.1435
41,2.73,5.97,5,33,6.87,5.6,9.36,6.5,40.0,0.3501,0.6457,0.7208,0,0,0.4573,2,1,0,0,0,0,0,1,1,0,0,0.8966,0.3503,0.2836,0.2105,0.3929,0.4384,0.625,0.8896,0.6199,0.4532
24,4.62,12.9,12,43,7.23,3.3,6.7,3.34,17.1,0.6978,0.5323,0.4229,1,0,0.3581,3,0,1,0,0,0,1,0,0,1,0,0.3103,0.6227,0.7786,0.5789,0.5119,0.5056,0.3636,0.4305,0.2387,0.1073
40,0.98,3.16,1,4,8.24,4.5,8.17,5.42,42.9,0.1432,0.7546,0.6514,0,0,0.3101,1,0,1,0,0,0,0,1,1,0,0,0.8621,0.098,0.0829,0.0,0.0476,0.694,0.5,0.6842,0.4896,0.497
27,1.27,5.87,1,5,7.8,4.2,9.57,7.67,54.5,0.2269,0.7236,0.8277,0,0,0.2164,1,1,0,0,0,0,0,1,1,0,0,0.4138,0.1398,0.2764,0.0,0.0595,0.6119,0.4659,0.9258,0.761,0.6722
19,4.42,10.11,9,45,7.91,2.8,6.69,5.33,35.1,0.587,0.5296,0.5656,1,0,0.4372,2,0,0,0,1,0,0,1,0,1,0,0.1379,0.5939,0.5793,0.4211,0.5357,0.6325,0.3068,0.4288,0.4787,0.3792
23,3.49,8.77,11,46,6.51,4.4,7.58,5.58,44.7,0.5221,0.5394,0.6436,1,0,0.3979,2,0,1,0,0,0,1,0,0,0,1,0.2759,0.4598,0.4836,0.5263,0.5476,0.3713,0.4886,0.5824,0.5089,0.5242
20,3.6,9.94,9,27,6.4,2.8,5.45,3.57,21.6,0.5375,0.5404,0.4053,1,0,0.3622,3,1,0,0,0,0,0,1,1,0,0,0.1724,0.4757,0.5671,0.4211,0.3214,0.3507,0.3068,0.2148,0.2664,0.1752
25,4.77,12.81,13,56,6.44,2.0,6.4,5.78,36.5,0.7139,0.4068,0.5773,1,0,0.3724,2,1,0,0,0,0,0,1,1,0,0,0.3448,0.6443,0.7721,0.6316,0.6667,0.3582,0.2159,0.3788,0.533,0.4003
29,2.63,6.14,4,26,8.37,5.3,9.13,6.57,44.5,0.3389,0.7121,0.733,0,0,0.4283,1,0,1,0,0,0,0,1,1,0,0,0.4828,0.3359,0.2957,0.1579,0.3095,0.7183,0.5909,0.8499,0.6283,0.5211
27,3.6,6.59,12,60,6.68,5.9,7.53,7.2,55.2,0.4837,0.5544,0.742,0,0,0.5463,1,0,0,1,0,0,1,0,0,1,0,0.4138,0.4757,0.3279,0.5789,0.7143,0.403,0.6591,0.5738,0.7043,0.6828
28,4.23,10.11,13,56,6.65,4.0,6.62,3.6,40.2,0.6165,0.4929,0.5205,1,0,0.4184,3,1,0,0,0,0,1,0,0,1,0,0.4483,0.5665,0.5793,0.6316,0.6667,0.3974,0.4432,0.4167,0.2701,0.4562
32,2.48,5.49,9,30,7.36,1.5,6.93,5.16,43.5,0.3643,0.5126,0.6009,0,0,0.4517,1,1,0,0,0,0,0,1,0,1,0,0.5862,0.3142,0.2493,0.4211,0.3571,0.5299,0.1591,0.4702,0.4582,0.506
30,3.02,7.23,10,32,7.29,5.8,6.44,4.03,29.3,0.4477,0.6721,0.4869,0,0,0.4177,3,1,0,0,0,0,1,0,1,0,0,0.5172,0.3921,0.3736,0.4737,0.381,0.5168,0.6477,0.3857,0.3219,0.2915
36,1.0,6.74,1,0,7.83,4.5,8.61,7.25,55.2,0.2338,0.7543,0.7816,0,0,0.1484,1,0,1,0,0,1,0,0,0,0,1,0.7241,0.1009,0.3386,0.0,0.0,0.6175,0.5,0.7601,0.7103,0.6828
21,3.84,11.94,9,36,6.56,5.2,5.99,2.71,28.4,0.6007,0.6083,0.4197,1,0,0.3216,2,1,0,0,0,0,0,1,1,0,0,0.2069,0.5103,0.71,0.4211,0.4286,0.3806,0.5795,0.308,0.1627,0.2779
36,1.57,4.52,5,23,7.23,6.3,8.73,6.99,59.0,0.2498,0.7217,0.7913,0,0,0.3473,2,0,1,0,0,0,0,1,0,0,1,0.7241,0.1831,0.18,0.2105,0.2738,0.5056,0.7045,0.7808,0.679,0.7402
24,5.08,9.56,12,48,7.21,4.5,7.85,5.03,48.0,0.6398,0.561,0.6461,1,0,0.5314,3,0,0,1,0,0,1,0,1,0,0,0.3103,0.689,0.54,0.5789,0.5714,0.5019,0.5,0.629,0.4426,0.574
26,3.82,6.88,7,20,7.22,6.0,8.36,5.37,37.1,0.4531,0.7203,0.6334,0,0,0.5552,2,0,0,1,0,0,0,1,0,1,0,0.3793,0.5074,0.3486,0.3158,0.2381,0.5037,0.6705,0.717,0.4836,0.4094
18,5.09,14.07,10,56,5.92,4.0,8.21,4.43,15.5,0.7331,0.467,0.509,1,1,0.3618,3,1,0,0,0,1,0,0,0,0,1,0.1034,0.6905,0.8621,0.4737,0.6667,0.2612,0.4432,0.6911,0.3702,0.0831
30,4.14,11.7,11,36,5.03,0.7,5.86,3.62,18.1,0.6313,0.3771,0.4076,1,1,0.3538,3,0,1,0,0,1,0,0,1,0,0,0.5172,0.5535,0.6929,0.5263,0.4286,0.0951,0.0682,0.2856,0.2725,0.1224
36,2.01,6.77,4,13,7.13,3.7,8.37,5.92,32.7,0.3203,0.6517,0.6364,0,0,0.2969,2,0,1,0,0,0,0,1,0,0,1,0.7241,0.2465,0.3407,0.1579,0.1548,0.4869,0.4091,0.7187,0.5499,0.3429
29,3.29,8.65,10,47,7.19,1.9,9.09,6.06,49.6,0.4981,0.4616,0.7332,1,0,0.3803,1,1,0,0,0,1,0,0,0,0,1,0.4828,0.431,0.475,0.4737,0.5595,0.4981,0.2045,0.843,0.5668,0.5982
